0,1
1.00001e-05,0.99999
2.00002e-05,0.99998
3.00003e-05,0.99997
4.00004e-05,0.99996
5.00005e-05,0.99995
6.00006e-05,0.99994
7.00007e-05,0.99993
8.00008e-05,0.99992
9.00009e-05,0.99991
0.000100001,0.9999
0.000110001,0.99989
0.000120001,0.99988
0.000130001,0.99987
0.000140001,0.99986
0.000150002,0.99985
0.000160002,0.99984
0.000170002,0.99983
0.000180002,0.99982
0.000190002,0.99981
0.000200002,0.9998
0.000210002,0.99979
0.000220002,0.99978
0.000230002,0.99977
0.000240002,0.99976
0.000250003,0.99975
0.000260003,0.99974
0.000270003,0.99973
0.000280003,0.99972
0.000290003,0.99971
0.000300003,0.9997
0.000310003,0.99969
0.000320003,0.99968
0.000330003,0.99967
0.000340003,0.99966
0.000350004,0.99965
0.000360004,0.99964
0.000370004,0.99963
0.000380004,0.99962
0.000390004,0.99961
0.000400004,0.9996
0.000410004,0.99959
0.000420004,0.99958
0.000430004,0.99957
0.000440004,0.99956
0.000450005,0.99955
0.000460005,0.99954
0.000470005,0.99953
0.000480005,0.99952
0.000490005,0.99951
0.000500005,0.9995
0.000510005,0.99949
0.000520005,0.99948
0.000530005,0.99947
0.000540005,0.99946
0.000550006,0.99945
0.000560006,0.99944
0.000570006,0.99943
0.000580006,0.99942
0.000590006,0.99941
0.000600006,0.9994
0.000610006,0.99939
0.000620006,0.99938
0.000630006,0.99937
0.000640006,0.99936
0.000650007,0.99935
0.000660007,0.99934
0.000670007,0.99933
0.000680007,0.99932
0.000690007,0.99931
0.000700007,0.9993
0.000710007,0.99929
0.000720007,0.99928
0.000730007,0.99927
0.000740007,0.99926
0.000750008,0.99925
0.000760008,0.99924
0.000770008,0.99923
0.000780008,0.99922
0.000790008,0.99921
0.000800008,0.9992
0.000810008,0.99919
0.000820008,0.99918
0.000830008,0.99917
0.000840008,0.99916
0.000850009,0.99915
0.000860009,0.99914
0.000870009,0.99913
0.000880009,0.99912
0.000890009,0.99911
0.000900009,0.9991
0.000910009,0.99909
0.000920009,0.99908
0.000930009,0.99907
0.000940009,0.99906
0.00095001,0.99905
0.00096001,0.99904
0.00097001,0.99903
0.00098001,0.99902
0.00099001,0.99901
0.00100001,0.999
0.00101001,0.99899
0.00102001,0.998981
0.00103001,0.998971
0.00104001,0.998961
0.00105001,0.998951
0.00106001,0.998941
0.00107001,0.998931
